t_s	vx_mm_s	vy_mm_s	vz_mm_s
38.730420	0.000000	0.000000	0.000000
38.750423	-0.956604	-0.615856	-0.598846
38.770421	0.000000	0.000000	0.000000
38.790419	0.000000	0.000000	0.000000
38.810408	-2.572191	-1.655961	0.193454
38.830407	0.000000	0.000000	0.000000
38.850422	0.000000	0.000000	0.000000
38.870422	0.956787	0.615973	0.598961
38.890422	0.000000	0.000000	0.000000
38.910419	0.000000	0.000000	0.000000
38.930479	0.000000	0.000000	0.000000
38.950422	0.000000	0.000000	0.000000
38.970419	0.000000	0.000000	0.000000
38.990418	-2.915768	-1.877154	-2.253966
39.010419	0.000000	0.000000	0.000000
39.030415	0.000000	0.000000	0.000000
39.050525	0.000000	0.000000	0.000000
39.070410	0.000000	0.000000	0.000000
39.090416	0.000000	0.000000	0.000000
39.110420	0.000000	0.000000	0.000000
39.130450	0.344450	0.221755	2.443309
39.150493	0.000000	0.000000	0.000000
39.170421	0.000000	0.000000	0.000000
39.190444	0.000000	0.000000	0.000000
39.210512	0.000000	0.000000	0.000000
39.230421	0.000000	0.000000	0.000000
39.250422	0.000000	0.000000	0.000000
39.270430	0.000000	0.000000	0.000000
39.290440	0.000000	0.000000	0.000000
39.310419	0.000000	0.000000	0.000000
39.330489	-2.905447	-1.870509	-2.245987
39.350418	0.000000	0.000000	0.000000
39.370371	0.000000	0.000000	0.000000
39.390447	0.000000	0.000000	0.000000
39.410409	0.000000	0.000000	0.000000
39.430373	0.000000	0.000000	0.000000
39.450466	0.000000	0.000000	0.000000
39.470490	0.000000	0.000000	0.000000
39.490563	0.000000	0.000000	0.000000
39.510442	0.000000	0.000000	0.000000
39.530421	0.000000	0.000000	0.000000
39.550419	0.000000	0.000000	0.000000
39.570401	0.345247	0.222268	2.448775
39.590415	0.000000	0.000000	0.000000
39.610439	0.000000	0.000000	0.000000
39.630419	-2.918587	-1.878968	-2.256145
39.650541	0.000000	0.000000	0.000000
39.670484	0.000000	0.000000	0.000000
39.690480	0.000000	0.000000	0.000000
39.710458	0.000000	0.000000	0.000000
39.730366	0.000000	0.000000	0.000000
39.750383	0.000000	0.000000	0.000000
39.770463	0.000000	0.000000	0.000000
39.790401	0.000000	0.000000	0.000000
39.810382	0.345264	0.222279	2.448702
39.830421	-2.909906	-1.873379	-2.249434
39.850482	0.000000	0.000000	0.000000
39.870512	0.000000	0.000000	0.000000
39.890388	0.000000	0.000000	0.000000
39.910466	0.000000	0.000000	0.000000
39.930433	0.000000	0.000000	0.000000
39.950445	0.344709	0.221921	2.444575
39.970421	0.000000	0.000000	0.000000
39.990415	0.000000	0.000000	0.000000
40.010431	0.000000	0.000000	0.000000
40.030370	-2.924589	-1.882832	-2.260785
40.050419	0.614387	-0.954323	0.000053
40.070425	-0.615698	0.956359	-0.000053
40.090379	0.593001	-2.533636	0.000000
40.110431	0.000000	0.000000	0.000000
40.130558	0.342739	0.220605	2.430256
40.150455	0.000000	0.000000	0.000000
40.170391	0.000000	0.000000	0.000000
40.190579	-2.888682	-1.859307	-2.232884
40.210421	0.000000	0.000000	0.000000
40.230421	0.000000	0.000000	0.000000
40.250463	0.000000	0.000000	0.000000
40.270421	0.000000	0.000000	0.000000
40.290429	0.000000	0.000000	0.000000
40.310488	0.343892	0.221347	2.438241
40.330426	0.000000	0.000000	0.000000
40.350499	-2.905185	-1.869929	-2.245640
40.370470	0.000000	0.000000	0.000000
40.390414	0.000000	0.000000	0.000000
